scope,district_id,category,period_date,platform,customers,ad_budget,campaign_rate,coupon_rate,flash_rate,joker_rate,daily_forecast,monthly_forecast,yearly_forecast,cancel_rate,return_rate,cancel_reasons_json,return_reasons_json,area_performance_score,area_rating,highest_rating,lowest_rating,avg_basket,avg_menu_price,avg_monthly_revenue,courier_fee,hourly_heatmap_json,negative_comment_total,negative_comment_rate,negative_avg_rating,platform_negative_distribution_json,rating_distribution_json,negative_word_cloud_json,courier_comparison_json
district,34-fatih,Börek,2026-05-01,Yemeksepeti,2415,58241,26.4,39.5,27.5,48.3,4879.47,310746.45,5623564.21,,,,,,,,,,,,,,,,,,,,
district,34-fatih,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,2857,54833,34.9,44.3,43.7,46.2,8450.77,203702.02,4650488.61,22.7,9.64,"[{""label"": ""Uzun bekleme"", ""percent"": 9.9, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 13.1, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 17.1, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 11.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 18.4, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 19.2, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 20.9, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 20.2, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 23.7, ""color"": ""#F99F1B""}]",71.2,3.74,4.62,3.7,137.39,195.85,1833094,17,"[[73, 37, 35, 4, 86, 16, 76, 27, 24, 7, 81, 50, 59, 66, 34, 31, 28, 22, 92, 94, 81, 93, 65, 31], [91, 21, 30, 76, 55, 41, 37, 9, 27, 75, 21, 45, 34, 24, 54, 62, 52, 83, 79, 87, 27, 37, 25, 60], [64, 34, 83, 94, 24, 32, 96, 72, 47, 87, 22, 9, 21, 34, 91, 27, 6, 77, 16, 36, 92, 4, 12, 58], [82, 28, 33, 26, 70, 39, 41, 21, 31, 42, 67, 88, 13, 81, 79, 71, 23, 81, 5, 90, 65, 46, 45, 14], [46, 38, 92, 47, 20, 53, 11, 60, 45, 59, 76, 92, 81, 83, 12, 29, 74, 32, 19, 7, 4, 95, 54, 40], [35, 31, 90, 23, 27, 59, 84, 96, 23, 20, 67, 61, 63, 63, 31, 30, 13, 57, 96, 68, 93, 8, 54, 55], [42, 97, 65, 7, 60, 4, 30, 75, 50, 10, 34, 52, 8, 46, 82, 44, 25, 83, 68, 42, 21, 84, 40, 14]]",653,27.81,3.19,"[{""platform_id"": 1, ""percent"": 16.9}, {""platform_id"": 2, ""percent"": 25.4}, {""platform_id"": 3, ""percent"": 57.7}]","[{""stars"": 5, ""percent"": 32.4, ""count"": 1053}, {""stars"": 4, ""percent"": 15.3, ""count"": 2127}, {""stars"": 3, ""percent"": 28.0, ""count"": 1469}, {""stars"": 2, ""percent"": 25.6, ""count"": 1251}, {""stars"": 1, ""percent"": 15.1, ""count"": 1176}]","[{""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Az porsiyon"", ""weight"": 2}, {""text"": ""Geç"", ""weight"": 1}, {""text"": ""Soğuk"", ""weight"": 1}, {""text"": ""Tatsız"", ""weight"": 2}, {""text"": ""Bayat"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 21, ""avg_cost"": 41.1, ""monthly_revenue"": 5923, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 37.7, ""monthly_revenue"": 1123142, ""churn_label"": ""ORTA""}}"
district,34-fatih,Çiğ Köfte,2026-05-01,Getir,2186,67771,26.8,36.5,30.3,39.9,11102.58,202216.44,5613593.11,,,,,,,,,,,,,,,,,,,,
district,34-fatih,Çiğ Köfte,2026-05-01,Yemeksepeti,1391,58474,42.5,36.4,34.7,39.4,9958.52,219449.09,7986279.18,,,,,,,,,,,,,,,,,,,,
district,34-fatih,Çorba,2026-05-01,Uber Eats Trendyol Go,816,36887,40.0,39.1,33.5,39.7,10822.43,228748.52,4567913.48,22.34,10.17,"[{""label"": ""Uzun bekleme"", ""percent"": 25.0, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 10.2, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 21.5, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 24.4, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 13.7, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 14.3, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 12.6, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 26.7, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 21.8, ""color"": ""#F99F1B""}]",92.3,3.63,4.55,3.66,150.29,269.53,1419181,17,"[[88, 17, 46, 82, 40, 75, 47, 33, 36, 6, 4, 93, 13, 27, 91, 61, 59, 98, 93, 24, 21, 28, 79, 71], [94, 42, 67, 42, 26, 85, 24, 47, 54, 95, 63, 99, 68, 93, 66, 12, 69, 68, 71, 22, 20, 30, 61, 71], [86, 73, 87, 65, 11, 46, 88, 73, 41, 12, 53, 70, 10, 53, 93, 13, 97, 29, 93, 96, 36, 77, 86, 51], [55, 43, 63, 99, 77, 80, 72, 38, 54, 7, 100, 90, 45, 69, 58, 91, 60, 83, 38, 76, 53, 28, 90, 73], [34, 4, 83, 60, 23, 29, 54, 19, 10, 73, 11, 77, 22, 57, 14, 53, 55, 20, 4, 16, 57, 45, 49, 44], [97, 61, 91, 68, 56, 39, 46, 67, 89, 70, 55, 45, 45, 100, 49, 67, 49, 16, 26, 36, 64, 59, 39, 4], [4, 10, 53, 71, 61, 47, 70, 57, 71, 20, 41, 91, 11, 49, 13, 57, 52, 49, 36, 45, 17, 23, 26, 36]]",1739,20.2,3.15,"[{""platform_id"": 1, ""percent"": 31.5}, {""platform_id"": 2, ""percent"": 35.6}, {""platform_id"": 3, ""percent"": 32.9}]","[{""stars"": 5, ""percent"": 17.4, ""count"": 794}, {""stars"": 4, ""percent"": 27.0, ""count"": 1213}, {""stars"": 3, ""percent"": 18.0, ""count"": 1332}, {""stars"": 2, ""percent"": 28.2, ""count"": 1372}, {""stars"": 1, ""percent"": 5.3, ""count"": 777}]","[{""text"": ""Yağlı"", ""weight"": 1}, {""text"": ""Eksik"", ""weight"": 2}, {""text"": ""Az porsiyon"", ""weight"": 4}, {""text"": ""Bayat"", ""weight"": 2}, {""text"": ""Lezzetsiz"", ""weight"": 1}, {""text"": ""Kötü"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 24, ""avg_cost"": 41.2, ""monthly_revenue"": 5193, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 38.74, ""monthly_revenue"": 1237599, ""churn_label"": ""ORTA""}}"
district,34-fatih,Çorba,2026-05-01,Getir,748,31361,26.1,38.9,39.6,38.5,12094.73,205834.71,7915596.34,,,,,,,,,,,,,,,,,,,,
district,34-fatih,Çorba,2026-05-01,Yemeksepeti,1638,68936,26.7,30.4,36.6,39.6,8765.84,166553.39,6037010.08,,,,,,,,,,,,,,,,,,,,
district,34-fatih,Dondurma,2026-05-01,Uber Eats Trendyol Go,2942,51771,46.7,43.4,42.9,46.9,5484.22,218183.99,7950163.18,16.1,4.31,"[{""label"": ""Uzun bekleme"", ""percent"": 14.1, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 20.2, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 15.5, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 12.5, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 23.3, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 19.3, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 17.1, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 43.1, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 25.0, ""color"": ""#F99F1B""}]",82.3,4.78,4.99,2.82,118.62,222.44,767186,23,"[[90, 6, 47, 78, 84, 74, 9, 21, 88, 59, 4, 25, 95, 82, 36, 38, 22, 87, 9, 33, 15, 49, 71, 80], [21, 46, 70, 39, 82, 6, 63, 28, 43, 23, 9, 33, 16, 76, 99, 60, 89, 62, 64, 40, 72, 59, 62, 50], [82, 50, 18, 88, 43, 12, 69, 58, 98, 38, 91, 70, 96, 24, 29, 4, 68, 70, 100, 96, 20, 81, 44, 86], [70, 54, 93, 69, 39, 17, 77, 57, 24, 35, 86, 32, 25, 58, 7, 98, 86, 50, 96, 74, 52, 95, 83, 100], [39, 25, 62, 57, 65, 41, 70, 30, 16, 60, 28, 93, 4, 53, 55, 27, 79, 31, 88, 86, 91, 15, 51, 15], [71, 15, 63, 73, 68, 23, 41, 22, 52, 50, 47, 76, 43, 57, 83, 74, 79, 6, 57, 23, 34, 21, 62, 96], [22, 32, 87, 64, 19, 61, 83, 68, 78, 7, 23, 25, 33, 64, 90, 77, 11, 8, 94, 58, 44, 38, 95, 73]]",2335,16.11,3.33,"[{""platform_id"": 1, ""percent"": 24.8}, {""platform_id"": 2, ""percent"": 31.3}, {""platform_id"": 3, ""percent"": 43.9}]","[{""stars"": 5, ""percent"": 21.2, ""count"": 1161}, {""stars"": 4, ""percent"": 25.5, ""count"": 944}, {""stars"": 3, ""percent"": 24.4, ""count"": 1411}, {""stars"": 2, ""percent"": 18.4, ""count"": 1142}, {""stars"": 1, ""percent"": 11.3, ""count"": 1374}]","[{""text"": ""Geç"", ""weight"": 5}, {""text"": ""Bayat"", ""weight"": 1}, {""text"": ""Az porsiyon"", ""weight"": 3}, {""text"": ""Kötü"", ""weight"": 5}, {""text"": ""Lezzetsiz"", ""weight"": 1}, {""text"": ""Yağlı"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 30, ""avg_cost"": 37.05, ""monthly_revenue"": 7569, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 29.54, ""monthly_revenue"": 1234698, ""churn_label"": ""ORTA""}}"
district,34-fatih,Dondurma,2026-05-01,Getir,1186,46541,45.7,29.2,30.3,37.8,8521.27,281280.91,7306222.76,,,,,,,,,,,,,,,,,,,,
district,34-fatih,Dondurma,2026-05-01,Yemeksepeti,569,64908,37.0,26.6,29.8,35.0,5196.52,178629.07,6157983.15,,,,,,,,,,,,,,,,,,,,
district,34-gaziosmanpaşa,,2026-05-01,Uber Eats Trendyol Go,2968,21825,40.8,31.7,26.8,47.0,10015.05,188671.58,5835362.17,20.78,9.28,"[{""label"": ""Uzun bekleme"", ""percent"": 14.7, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 21.4, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 20.2, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 17.8, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 7.7, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 26.2, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 23.0, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 34.7, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 28.3, ""color"": ""#F99F1B""}]",79.7,4.49,4.98,2.84,94.21,192.75,576730,22,"[[65, 22, 79, 75, 22, 53, 74, 81, 33, 32, 39, 94, 69, 88, 59, 88, 42, 81, 62, 9, 35, 95, 44, 9], [57, 66, 45, 62, 69, 82, 56, 70, 97, 32, 28, 47, 49, 92, 61, 5, 66, 60, 34, 98, 16, 25, 88, 31], [16, 45, 46, 47, 84, 9, 91, 44, 60, 90, 8, 49, 20, 86, 15, 71, 65, 83, 81, 90, 98, 32, 70, 39], [94, 39, 37, 9, 43, 51, 69, 72, 30, 17, 13, 43, 12, 43, 65, 10, 87, 93, 17, 100, 23, 33, 86, 45], [10, 29, 55, 72, 60, 18, 45, 84, 100, 54, 72, 81, 13, 99, 8, 78, 85, 60, 61, 83, 61, 72, 10, 22], [33, 85, 42, 84, 38, 49, 58, 69, 41, 37, 56, 64, 77, 41, 7, 33, 58, 96, 58, 42, 6, 12, 59, 31], [21, 82, 44, 65, 31, 67, 68, 88, 30, 19, 49, 78, 67, 50, 61, 94, 24, 80, 94, 89, 22, 88, 60, 33]]",927,25.18,3.44,"[{""platform_id"": 1, ""percent"": 22.3}, {""platform_id"": 2, ""percent"": 42.1}, {""platform_id"": 3, ""percent"": 35.6}]","[{""stars"": 5, ""percent"": 10.9, ""count"": 1656}, {""stars"": 4, ""percent"": 27.4, ""count"": 1478}, {""stars"": 3, ""percent"": 23.4, ""count"": 2387}, {""stars"": 2, ""percent"": 24.1, ""count"": 1123}, {""stars"": 1, ""percent"": 17.9, ""count"": 764}]","[{""text"": ""Kötü"", ""weight"": 1}, {""text"": ""Soğuk"", ""weight"": 5}, {""text"": ""Eksik"", ""weight"": 3}, {""text"": ""Bayat"", ""weight"": 3}, {""text"": ""Lezzetsiz"", ""weight"": 5}, {""text"": ""Az porsiyon"", ""weight"": 2}]","{""restaurant_courier"": {""fee"": 28, ""avg_cost"": 40.94, ""monthly_revenue"": 3196, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 38.66, ""monthly_revenue"": 1014458, ""churn_label"": ""ORTA""}}"
district,34-gaziosmanpaşa,,2026-05-01,Getir,2074,75480,36.8,30.1,28.5,28.1,12173.12,293075.47,5723846.74,,,,,,,,,,,,,,,,,,,,
district,34-gaziosmanpaşa,,2026-05-01,Yemeksepeti,837,61098,37.2,39.8,43.5,40.2,8671.64,260488.36,4683350.54,,,,,,,,,,,,,,,,,,,,
district,34-gaziosmanpaşa,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,1161,78822,29.1,35.3,26.9,39.1,4789.86,358532.3,4433396.3,24.97,5.74,"[{""label"": ""Uzun bekleme"", ""percent"": 24.1, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 25.9, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 18.4, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 14.7, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 22.8, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 24.1, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 15.1, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 36.9, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 23.9, ""color"": ""#F99F1B""}]",90.3,3.87,4.87,2.95,177.24,257.51,1424103,27,"[[40, 89, 85, 34, 29, 7, 23, 58, 85, 48, 99, 7, 77, 96, 86, 78, 53, 94, 27, 18, 75, 28, 57, 52], [61, 62, 19, 80, 99, 52, 57, 56, 59, 13, 4, 21, 44, 99, 54, 34, 39, 26, 8, 21, 20, 21, 91, 93], [32, 38, 82, 79, 73, 9, 13, 30, 96, 60, 58, 74, 32, 57, 66, 49, 83, 98, 6, 16, 64, 61, 82, 13], [45, 23, 85, 42, 39, 55, 19, 39, 41, 7, 82, 25, 31, 35, 48, 12, 62, 42, 54, 50, 59, 43, 21, 52], [10, 18, 74, 53, 35, 66, 100, 20, 52, 31, 12, 76, 78, 100, 49, 98, 86, 52, 82, 85, 46, 49, 78, 24], [85, 27, 66, 91, 60, 52, 37, 15, 42, 81, 9, 7, 31, 74, 45, 4, 26, 99, 46, 47, 12, 97, 96, 30], [38, 40, 91, 36, 74, 55, 65, 22, 27, 72, 72, 33, 77, 4, 42, 64, 100, 34, 33, 12, 36, 50, 39, 52]]",842,22.48,2.72,"[{""platform_id"": 1, ""percent"": 21.9}, {""platform_id"": 2, ""percent"": 35.3}, {""platform_id"": 3, ""percent"": 42.8}]","[{""stars"": 5, ""percent"": 18.9, ""count"": 734}, {""stars"": 4, ""percent"": 18.9, ""count"": 2400}, {""stars"": 3, ""percent"": 23.8, ""count"": 1577}, {""stars"": 2, ""percent"": 20.3, ""count"": 1707}, {""stars"": 1, ""percent"": 21.5, ""count"": 737}]","[{""text"": ""Geç"", ""weight"": 1}, {""text"": ""Soğuk"", ""weight"": 5}, {""text"": ""Az porsiyon"", ""weight"": 3}, {""text"": ""Yağlı"", ""weight"": 3}, {""text"": ""Bayat"", ""weight"": 2}, {""text"": ""Eksik"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 30, ""avg_cost"": 38.01, ""monthly_revenue"": 6480, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 32.71, ""monthly_revenue"": 754282, ""churn_label"": ""ORTA""}}"
district,34-gaziosmanpaşa,Balık & Deniz Ürünleri,2026-05-01,Getir,2556,23381,26.5,39.5,35.7,49.1,4943.52,201532.61,3421538.66,,,,,,,,,,,,,,,,,,,,
district,34-gaziosmanpaşa,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,877,24254,31.3,33.7,35.7,29.3,5142.73,350046.94,5429426.19,,,,,,,,,,,,,,,,,,,,
district,34-gaziosmanpaşa,Börek,2026-05-01,Uber Eats Trendyol Go,2746,25086,38.7,26.9,37.3,35.1,9769.56,255811.17,3644369.58,20.22,13.07,"[{""label"": ""Uzun bekleme"", ""percent"": 15.2, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 18.7, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 21.8, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 8.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 13.6, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 21.6, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 14.0, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 47.7, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 24.4, ""color"": ""#F99F1B""}]",79.3,3.84,4.85,3.04,128.51,128.45,709443,16,"[[27, 68, 59, 46, 86, 92, 46, 93, 6, 90, 45, 21, 25, 40, 98, 16, 16, 41, 23, 7, 55, 56, 65, 8], [17, 44, 13, 36, 44, 98, 79, 76, 22, 6, 16, 55, 58, 35, 30, 98, 70, 22, 20, 21, 21, 39, 8, 8], [44, 33, 79, 20, 27, 89, 26, 10, 51, 52, 21, 87, 7, 16, 88, 98, 82, 100, 9, 13, 18, 30, 36, 72], [43, 30, 32, 77, 16, 28, 33, 86, 26, 50, 27, 70, 52, 18, 31, 24, 35, 97, 80, 36, 46, 56, 90, 40], [46, 20, 31, 42, 27, 68, 55, 42, 42, 82, 60, 58, 4, 26, 37, 78, 69, 59, 58, 28, 38, 26, 99, 10], [97, 78, 49, 35, 59, 100, 62, 85, 89, 64, 84, 35, 39, 88, 77, 74, 85, 84, 50, 26, 83, 64, 33, 49], [55, 15, 46, 92, 26, 53, 55, 51, 46, 76, 12, 38, 66, 53, 24, 51, 35, 85, 69, 11, 83, 57, 57, 42]]",931,20.33,3.17,"[{""platform_id"": 1, ""percent"": 23.7}, {""platform_id"": 2, ""percent"": 27.9}, {""platform_id"": 3, ""percent"": 48.3}]","[{""stars"": 5, ""percent"": 31.2, ""count"": 1929}, {""stars"": 4, ""percent"": 20.6, ""count"": 1390}, {""stars"": 3, ""percent"": 28.2, ""count"": 2092}, {""stars"": 2, ""percent"": 29.8, ""count"": 1054}, {""stars"": 1, ""percent"": 23.5, ""count"": 1106}]","[{""text"": ""Az porsiyon"", ""weight"": 5}, {""text"": ""Yağlı"", ""weight"": 5}, {""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Geç"", ""weight"": 2}, {""text"": ""Soğuk"", ""weight"": 5}, {""text"": ""Lezzetsiz"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 25, ""avg_cost"": 39.96, ""monthly_revenue"": 4262, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 28.04, ""monthly_revenue"": 1441420, ""churn_label"": ""ORTA""}}"
district,34-gaziosmanpaşa,Börek,2026-05-01,Getir,2522,58822,28.8,27.1,34.5,28.9,9034.33,311215.33,7670058.73,,,,,,,,,,,,,,,,,,,,
district,34-gaziosmanpaşa,Börek,2026-05-01,Yemeksepeti,1304,68820,40.6,43.6,31.5,30.3,11252.83,252706.07,4642618.09,,,,,,,,,,,,,,,,,,,,
district,34-gaziosmanpaşa,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,2257,36144,41.7,25.5,40.7,34.8,9922.4,224008.78,5351944.58,17.78,10.39,"[{""label"": ""Uzun bekleme"", ""percent"": 23.8, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 24.0, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 20.7, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 6.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 6.9, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 27.2, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 23.5, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 35.0, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 12.0, ""color"": ""#F99F1B""}]",92.4,4.17,4.6,3.35,83.51,123.7,1991149,21,"[[64, 20, 52, 11, 64, 92, 25, 4, 16, 39, 72, 82, 58, 65, 74, 95, 6, 75, 21, 53, 97, 39, 77, 30], [19, 20, 19, 40, 54, 29, 79, 42, 60, 54, 27, 45, 86, 39, 22, 99, 78, 85, 25, 53, 93, 41, 48, 100], [55, 30, 28, 80, 17, 62, 21, 99, 78, 79, 84, 42, 5, 31, 54, 77, 37, 68, 89, 14, 89, 18, 27, 86], [56, 93, 53, 95, 41, 76, 62, 15, 83, 56, 61, 90, 7, 56, 91, 74, 32, 31, 46, 32, 80, 18, 8, 17], [53, 17, 25, 48, 77, 7, 18, 55, 95, 35, 76, 81, 38, 97, 78, 8, 100, 14, 28, 32, 33, 38, 38, 31], [64, 89, 57, 65, 88, 30, 91, 39, 72, 16, 40, 9, 76, 73, 92, 37, 15, 97, 11, 13, 59, 67, 80, 31], [8, 13, 36, 73, 15, 17, 55, 5, 40, 78, 87, 94, 79, 88, 88, 14, 7, 10, 43, 87, 24, 8, 23, 71]]",2801,31.62,2.63,"[{""platform_id"": 1, ""percent"": 19.2}, {""platform_id"": 2, ""percent"": 29.6}, {""platform_id"": 3, ""percent"": 51.2}]","[{""stars"": 5, ""percent"": 32.9, ""count"": 567}, {""stars"": 4, ""percent"": 26.2, ""count"": 948}, {""stars"": 3, ""percent"": 28.1, ""count"": 1733}, {""stars"": 2, ""percent"": 10.8, ""count"": 1097}, {""stars"": 1, ""percent"": 7.9, ""count"": 710}]","[{""text"": ""Tatsız"", ""weight"": 1}, {""text"": ""Yağlı"", ""weight"": 2}, {""text"": ""Soğuk"", ""weight"": 3}, {""text"": ""Lezzetsiz"", ""weight"": 2}, {""text"": ""Az porsiyon"", ""weight"": 1}, {""text"": ""Geç"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 16, ""avg_cost"": 38.91, ""monthly_revenue"": 7632, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 26.44, ""monthly_revenue"": 1320419, ""churn_label"": ""DÜŞÜK""}}"
district,34-gaziosmanpaşa,Çiğ Köfte,2026-05-01,Getir,1341,55621,34.6,26.6,40.7,27.5,11720.79,171602.6,5477561.98,,,,,,,,,,,,,,,,,,,,
district,34-gaziosmanpaşa,Çiğ Köfte,2026-05-01,Yemeksepeti,1332,77468,28.4,39.1,36.7,32.7,13323.55,154055.96,3676793.8,,,,,,,,,,,,,,,,,,,,
district,34-gaziosmanpaşa,Çorba,2026-05-01,Uber Eats Trendyol Go,2400,63844,46.7,28.2,43.7,38.9,11207.25,222332.05,3596155.49,21.81,8.51,"[{""label"": ""Uzun bekleme"", ""percent"": 20.8, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 12.9, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 23.2, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 28.3, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 6.5, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 28.6, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 14.3, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 33.1, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 27.0, ""color"": ""#F99F1B""}]",79.2,3.99,4.93,3.03,88.61,208.66,467124,16,"[[85, 67, 42, 82, 18, 88, 52, 19, 77, 40, 25, 35, 86, 23, 19, 48, 40, 10, 13, 94, 34, 14, 46, 31], [46, 10, 56, 80, 88, 59, 88, 27, 53, 12, 56, 74, 36, 48, 47, 25, 45, 26, 100, 87, 67, 98, 43, 13], [4, 21, 85, 50, 40, 66, 96, 12, 94, 63, 78, 73, 80, 94, 82, 39, 70, 71, 49, 58, 53, 81, 40, 68], [76, 80, 32, 11, 7, 51, 17, 79, 84, 93, 97, 47, 59, 61, 48, 88, 55, 30, 50, 50, 68, 41, 22, 27], [61, 85, 96, 15, 62, 23, 53, 55, 21, 87, 50, 55, 50, 7, 37, 52, 5, 64, 6, 88, 9, 14, 41, 87], [39, 18, 32, 4, 52, 69, 86, 57, 27, 37, 9, 93, 69, 60, 17, 4, 4, 85, 56, 56, 73, 80, 11, 90], [38, 16, 66, 21, 72, 22, 4, 64, 56, 25, 28, 68, 96, 18, 19, 48, 88, 24, 21, 33, 22, 74, 22, 27]]",1216,26.12,2.43,"[{""platform_id"": 1, ""percent"": 31.5}, {""platform_id"": 2, ""percent"": 33.8}, {""platform_id"": 3, ""percent"": 34.8}]","[{""stars"": 5, ""percent"": 31.7, ""count"": 1577}, {""stars"": 4, ""percent"": 17.9, ""count"": 2041}, {""stars"": 3, ""percent"": 23.9, ""count"": 1108}, {""stars"": 2, ""percent"": 10.6, ""count"": 1058}, {""stars"": 1, ""percent"": 6.8, ""count"": 1435}]","[{""text"": ""Tatsız"", ""weight"": 1}, {""text"": ""Eksik"", ""weight"": 1}, {""text"": ""Lezzetsiz"", ""weight"": 2}, {""text"": ""Bayat"", ""weight"": 3}, {""text"": ""Geç"", ""weight"": 1}, {""text"": ""Soğuk"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 21, ""avg_cost"": 31.37, ""monthly_revenue"": 6629, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 27.47, ""monthly_revenue"": 1374369, ""churn_label"": ""DÜŞÜK""}}"
district,34-gaziosmanpaşa,Çorba,2026-05-01,Getir,531,71874,48.2,30.8,37.8,48.4,7953.23,272343.77,7902721.16,,,,,,,,,,,,,,,,,,,,
