scope,district_id,neighborhood,category,period_date,platform,customers,ad_budget,campaign_rate,coupon_rate,flash_rate,joker_rate,daily_forecast,monthly_forecast,yearly_forecast,cancel_rate,return_rate,cancel_reasons_json,return_reasons_json,area_performance_score,area_rating,highest_rating,lowest_rating,avg_basket,avg_menu_price,avg_monthly_revenue,courier_fee,hourly_heatmap_json,negative_comment_total,negative_comment_rate,negative_avg_rating,platform_negative_distribution_json,rating_distribution_json,negative_word_cloud_json,courier_comparison_json
neighborhood,34-kadıköy,19 Mayıs,,2026-05-01,Getir,1738,21214,31.2,42.7,40.7,39.1,10879.68,322617.61,4734538.58,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,19 Mayıs,,2026-05-01,Yemeksepeti,604,22691,45.2,25.7,34.3,27.4,13503.68,334269.64,7316476.33,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,19 Mayıs,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,2348,78851,48.1,27.0,33.8,37.7,12537.87,172882.32,6210853.22,20.74,9.62,"[{""label"": ""Uzun bekleme"", ""percent"": 23.3, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 7.3, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 18.2, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 25.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 13.5, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 10.1, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 11.0, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 33.3, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 19.7, ""color"": ""#F99F1B""}]",79.1,3.6,4.66,3.08,81.3,251.14,1284893,17,"[[17, 9, 54, 46, 68, 28, 71, 48, 21, 61, 62, 89, 22, 73, 27, 69, 76, 66, 47, 68, 84, 51, 46, 16], [97, 21, 96, 97, 24, 96, 38, 40, 81, 39, 70, 92, 68, 66, 11, 96, 93, 79, 31, 39, 55, 61, 41, 85], [97, 38, 68, 40, 93, 95, 59, 80, 4, 80, 29, 87, 52, 89, 35, 53, 55, 26, 11, 50, 61, 98, 92, 6], [38, 25, 61, 73, 61, 60, 19, 96, 12, 27, 63, 69, 12, 52, 18, 29, 17, 53, 68, 72, 85, 75, 17, 31], [80, 76, 9, 18, 91, 60, 69, 51, 45, 58, 53, 46, 62, 24, 8, 6, 61, 94, 15, 84, 24, 100, 9, 68], [12, 33, 35, 91, 26, 40, 18, 23, 44, 40, 76, 58, 4, 16, 96, 30, 34, 43, 72, 100, 50, 90, 28, 54], [71, 16, 76, 11, 78, 72, 66, 62, 58, 64, 40, 76, 56, 61, 14, 76, 95, 93, 37, 67, 15, 22, 50, 9]]",2845,19.86,2.71,"[{""platform_id"": 1, ""percent"": 36.1}, {""platform_id"": 2, ""percent"": 43.0}, {""platform_id"": 3, ""percent"": 20.9}]","[{""stars"": 5, ""percent"": 12.0, ""count"": 1334}, {""stars"": 4, ""percent"": 25.9, ""count"": 1204}, {""stars"": 3, ""percent"": 26.9, ""count"": 1474}, {""stars"": 2, ""percent"": 19.6, ""count"": 1173}, {""stars"": 1, ""percent"": 10.7, ""count"": 654}]","[{""text"": ""Lezzetsiz"", ""weight"": 2}, {""text"": ""Tatsız"", ""weight"": 2}, {""text"": ""Bayat"", ""weight"": 5}, {""text"": ""Kötü"", ""weight"": 2}, {""text"": ""Az porsiyon"", ""weight"": 5}, {""text"": ""Yağlı"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 30, ""avg_cost"": 33.9, ""monthly_revenue"": 6012, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 37.3, ""monthly_revenue"": 1220834, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-kadıköy,19 Mayıs,Balık & Deniz Ürünleri,2026-05-01,Getir,2990,55313,47.7,42.7,25.3,41.5,7279.16,326034.39,6672687.94,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,19 Mayıs,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,2774,59755,41.9,33.7,26.9,47.5,14156.76,346038.58,5622470.06,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,19 Mayıs,Börek,2026-05-01,Uber Eats Trendyol Go,1108,34753,44.8,38.4,44.5,27.5,14309.56,332883.26,3020582.54,17.91,9.5,"[{""label"": ""Uzun bekleme"", ""percent"": 7.7, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 13.8, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 23.8, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 7.3, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 8.7, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 27.4, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 18.5, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 41.5, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 19.0, ""color"": ""#F99F1B""}]",93.0,3.98,4.69,3.21,111.28,226.33,1103265,29,"[[53, 50, 47, 8, 48, 59, 10, 47, 93, 63, 21, 31, 52, 85, 40, 65, 43, 75, 35, 4, 82, 20, 76, 5], [65, 58, 65, 14, 93, 42, 93, 95, 59, 24, 29, 45, 17, 18, 86, 94, 69, 24, 87, 93, 25, 25, 38, 73], [74, 43, 47, 72, 19, 80, 44, 90, 27, 60, 62, 18, 13, 34, 13, 48, 19, 96, 61, 59, 65, 68, 74, 23], [34, 49, 50, 13, 32, 49, 29, 26, 62, 49, 79, 21, 32, 48, 14, 89, 83, 79, 40, 9, 32, 68, 11, 82], [95, 96, 64, 75, 63, 69, 44, 12, 88, 42, 88, 50, 35, 89, 68, 75, 44, 26, 69, 31, 71, 52, 52, 36], [86, 63, 6, 85, 78, 69, 56, 34, 57, 63, 77, 36, 31, 28, 76, 45, 87, 76, 47, 97, 52, 39, 23, 22], [33, 13, 42, 41, 78, 9, 72, 12, 63, 26, 21, 50, 70, 11, 28, 97, 78, 95, 66, 20, 65, 68, 18, 82]]",2165,32.82,2.27,"[{""platform_id"": 1, ""percent"": 38.9}, {""platform_id"": 2, ""percent"": 43.6}, {""platform_id"": 3, ""percent"": 17.5}]","[{""stars"": 5, ""percent"": 24.3, ""count"": 1295}, {""stars"": 4, ""percent"": 24.0, ""count"": 2286}, {""stars"": 3, ""percent"": 16.4, ""count"": 1148}, {""stars"": 2, ""percent"": 19.7, ""count"": 1533}, {""stars"": 1, ""percent"": 10.2, ""count"": 372}]","[{""text"": ""Geç"", ""weight"": 2}, {""text"": ""Kötü"", ""weight"": 1}, {""text"": ""Yağlı"", ""weight"": 4}, {""text"": ""Eksik"", ""weight"": 2}, {""text"": ""Az porsiyon"", ""weight"": 2}, {""text"": ""Lezzetsiz"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 15, ""avg_cost"": 33.05, ""monthly_revenue"": 6320, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 27.75, ""monthly_revenue"": 1197085, ""churn_label"": ""ORTA""}}"
neighborhood,34-kadıköy,19 Mayıs,Börek,2026-05-01,Getir,2963,38421,47.8,39.5,43.6,31.6,5547.67,207996.56,4232087.56,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,19 Mayıs,Börek,2026-05-01,Yemeksepeti,2544,58017,46.4,25.5,31.4,50.0,4397.5,370943.53,6160593.27,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,19 Mayıs,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,852,48528,40.0,34.5,43.9,38.7,5646.14,155813.53,7528020.41,11.23,10.88,"[{""label"": ""Uzun bekleme"", ""percent"": 20.2, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 10.0, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 18.8, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 29.0, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 6.9, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 29.2, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 12.7, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 20.9, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 13.8, ""color"": ""#F99F1B""}]",83.3,3.58,4.83,2.91,183.76,149.9,1402383,18,"[[52, 80, 64, 65, 46, 21, 87, 51, 84, 61, 40, 54, 37, 14, 49, 63, 36, 73, 5, 68, 53, 53, 28, 14], [59, 95, 40, 71, 84, 100, 81, 89, 50, 82, 33, 47, 33, 56, 19, 11, 35, 72, 60, 42, 74, 61, 16, 53], [36, 42, 48, 55, 90, 82, 7, 22, 11, 9, 46, 30, 35, 18, 58, 40, 5, 92, 10, 63, 77, 94, 53, 51], [69, 76, 12, 41, 76, 61, 54, 50, 91, 14, 76, 4, 95, 16, 65, 39, 77, 80, 85, 32, 70, 28, 63, 78], [61, 68, 48, 64, 91, 7, 68, 37, 65, 11, 60, 76, 61, 61, 95, 11, 7, 41, 22, 49, 89, 23, 63, 98], [52, 83, 51, 78, 93, 45, 33, 97, 41, 87, 94, 19, 10, 63, 40, 43, 32, 10, 28, 85, 26, 6, 74, 18], [97, 37, 7, 14, 70, 39, 18, 75, 55, 94, 42, 27, 22, 29, 51, 79, 58, 7, 48, 30, 92, 89, 92, 76]]",2218,30.46,3.23,"[{""platform_id"": 1, ""percent"": 25.5}, {""platform_id"": 2, ""percent"": 46.9}, {""platform_id"": 3, ""percent"": 27.6}]","[{""stars"": 5, ""percent"": 22.8, ""count"": 1506}, {""stars"": 4, ""percent"": 29.9, ""count"": 1386}, {""stars"": 3, ""percent"": 27.0, ""count"": 838}, {""stars"": 2, ""percent"": 29.4, ""count"": 1763}, {""stars"": 1, ""percent"": 10.8, ""count"": 1201}]","[{""text"": ""Geç"", ""weight"": 4}, {""text"": ""Soğuk"", ""weight"": 4}, {""text"": ""Kötü"", ""weight"": 2}, {""text"": ""Lezzetsiz"", ""weight"": 3}, {""text"": ""Eksik"", ""weight"": 2}, {""text"": ""Yağlı"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 17, ""avg_cost"": 38.25, ""monthly_revenue"": 3253, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 27.81, ""monthly_revenue"": 1282762, ""churn_label"": ""ORTA""}}"
neighborhood,34-kadıköy,19 Mayıs,Çiğ Köfte,2026-05-01,Getir,2138,35912,42.0,44.3,42.0,48.3,10413.97,176362.81,6887638.5,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,19 Mayıs,Çiğ Köfte,2026-05-01,Yemeksepeti,1712,73869,45.0,26.4,31.0,27.6,5541.76,332050.87,4639004.16,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Acıbadem,,2026-05-01,Uber Eats Trendyol Go,740,34010,26.1,41.8,44.1,43.2,10926.33,216209.05,4944819.27,10.04,4.2,"[{""label"": ""Uzun bekleme"", ""percent"": 26.2, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 24.8, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 18.4, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 13.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 5.6, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 22.2, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 15.7, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 41.2, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 16.9, ""color"": ""#F99F1B""}]",87.5,4.0,4.82,3.83,167.14,204.57,439101,18,"[[7, 41, 13, 36, 47, 93, 13, 61, 43, 79, 11, 56, 37, 88, 59, 29, 49, 97, 97, 14, 14, 40, 96, 92], [5, 16, 80, 10, 70, 42, 75, 49, 31, 83, 35, 12, 31, 86, 75, 78, 44, 51, 60, 14, 91, 63, 87, 80], [93, 42, 34, 56, 47, 45, 32, 21, 35, 23, 60, 33, 28, 62, 80, 19, 71, 5, 27, 47, 9, 84, 20, 97], [89, 23, 58, 54, 50, 22, 73, 87, 25, 55, 40, 73, 17, 35, 88, 19, 23, 22, 36, 31, 5, 100, 84, 37], [77, 93, 85, 52, 68, 44, 59, 90, 42, 84, 40, 89, 94, 14, 94, 28, 20, 26, 96, 11, 65, 13, 9, 73], [36, 22, 49, 52, 49, 75, 78, 23, 73, 40, 68, 70, 94, 18, 49, 81, 11, 59, 96, 12, 78, 20, 78, 96], [23, 100, 26, 13, 37, 25, 54, 43, 70, 39, 92, 63, 92, 57, 37, 12, 63, 34, 14, 38, 16, 11, 68, 84]]",2656,34.27,2.73,"[{""platform_id"": 1, ""percent"": 22.8}, {""platform_id"": 2, ""percent"": 25.7}, {""platform_id"": 3, ""percent"": 51.5}]","[{""stars"": 5, ""percent"": 32.7, ""count"": 1633}, {""stars"": 4, ""percent"": 22.6, ""count"": 1518}, {""stars"": 3, ""percent"": 17.7, ""count"": 997}, {""stars"": 2, ""percent"": 15.8, ""count"": 1885}, {""stars"": 1, ""percent"": 11.3, ""count"": 594}]","[{""text"": ""Tatsız"", ""weight"": 1}, {""text"": ""Kötü"", ""weight"": 4}, {""text"": ""Az porsiyon"", ""weight"": 1}, {""text"": ""Eksik"", ""weight"": 5}, {""text"": ""Lezzetsiz"", ""weight"": 2}, {""text"": ""Bayat"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 29, ""avg_cost"": 42.71, ""monthly_revenue"": 7747, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 36.3, ""monthly_revenue"": 740132, ""churn_label"": ""ORTA""}}"
neighborhood,34-kadıköy,Acıbadem,,2026-05-01,Getir,536,55612,49.4,28.9,27.3,36.9,9088.41,167420.0,7104145.28,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Acıbadem,,2026-05-01,Yemeksepeti,2155,60319,34.2,32.6,34.9,41.3,9854.58,199060.14,6187828.77,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Acıbadem,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,1693,70716,34.2,33.7,44.0,26.3,14747.66,196584.12,3423671.35,10.94,6.35,"[{""label"": ""Uzun bekleme"", ""percent"": 12.4, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 28.0, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 9.5, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 23.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 8.4, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 22.1, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 22.9, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 34.5, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 23.2, ""color"": ""#F99F1B""}]",85.6,4.57,4.59,3.45,124.23,184.92,677227,30,"[[12, 87, 45, 61, 8, 18, 52, 87, 34, 81, 41, 32, 54, 55, 44, 17, 14, 20, 89, 20, 64, 43, 61, 30], [12, 81, 71, 65, 40, 7, 55, 21, 17, 48, 21, 91, 67, 35, 100, 95, 73, 15, 73, 50, 47, 55, 76, 46], [43, 51, 61, 96, 16, 67, 50, 25, 55, 15, 38, 24, 27, 9, 60, 80, 68, 26, 66, 32, 8, 63, 23, 22], [95, 8, 62, 6, 49, 29, 36, 26, 4, 92, 23, 58, 33, 40, 84, 82, 52, 9, 66, 6, 91, 70, 86, 46], [16, 79, 42, 85, 14, 25, 15, 8, 32, 19, 44, 45, 30, 74, 28, 18, 52, 19, 49, 34, 76, 9, 70, 29], [10, 24, 24, 30, 60, 92, 65, 81, 56, 43, 38, 29, 83, 91, 84, 15, 26, 4, 96, 79, 96, 86, 20, 33], [90, 61, 18, 66, 10, 32, 50, 40, 69, 4, 65, 13, 78, 83, 79, 34, 19, 83, 54, 36, 11, 65, 53, 7]]",807,21.38,2.06,"[{""platform_id"": 1, ""percent"": 41.5}, {""platform_id"": 2, ""percent"": 48.2}, {""platform_id"": 3, ""percent"": 10.2}]","[{""stars"": 5, ""percent"": 26.4, ""count"": 948}, {""stars"": 4, ""percent"": 22.9, ""count"": 2252}, {""stars"": 3, ""percent"": 17.7, ""count"": 1359}, {""stars"": 2, ""percent"": 21.7, ""count"": 1043}, {""stars"": 1, ""percent"": 7.2, ""count"": 726}]","[{""text"": ""Soğuk"", ""weight"": 4}, {""text"": ""Eksik"", ""weight"": 5}, {""text"": ""Bayat"", ""weight"": 5}, {""text"": ""Lezzetsiz"", ""weight"": 2}, {""text"": ""Geç"", ""weight"": 1}, {""text"": ""Az porsiyon"", ""weight"": 2}]","{""restaurant_courier"": {""fee"": 19, ""avg_cost"": 29.14, ""monthly_revenue"": 3847, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 25.72, ""monthly_revenue"": 915484, ""churn_label"": ""ORTA""}}"
neighborhood,34-kadıköy,Acıbadem,Balık & Deniz Ürünleri,2026-05-01,Getir,2684,56485,47.8,43.4,28.6,39.3,7991.98,380974.75,6439386.13,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Acıbadem,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,1331,43928,39.6,28.0,29.3,26.8,6014.87,314390.35,7497941.49,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Acıbadem,Börek,2026-05-01,Uber Eats Trendyol Go,2577,58743,46.4,37.5,38.0,33.4,8738.14,356041.4,5584755.03,12.97,8.85,"[{""label"": ""Uzun bekleme"", ""percent"": 6.8, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 12.1, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 16.9, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 20.1, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 10.6, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 17.8, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 21.4, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 24.9, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 15.0, ""color"": ""#F99F1B""}]",81.4,4.59,4.97,3.93,82.91,199.6,941298,22,"[[37, 32, 30, 67, 72, 95, 5, 38, 72, 78, 4, 61, 91, 22, 80, 96, 30, 17, 97, 22, 23, 68, 53, 75], [31, 44, 15, 22, 4, 86, 36, 98, 90, 24, 51, 57, 35, 42, 42, 28, 12, 27, 19, 94, 58, 94, 78, 7], [79, 11, 63, 78, 29, 78, 89, 53, 76, 86, 7, 54, 92, 85, 73, 88, 23, 74, 62, 6, 6, 92, 65, 54], [26, 46, 77, 82, 56, 26, 17, 39, 80, 27, 53, 14, 92, 40, 24, 49, 12, 81, 40, 87, 69, 56, 92, 67], [47, 52, 96, 90, 73, 31, 54, 30, 29, 35, 14, 80, 93, 91, 35, 29, 34, 73, 26, 89, 42, 52, 53, 7], [81, 96, 28, 66, 35, 21, 74, 24, 11, 88, 18, 44, 48, 92, 10, 59, 67, 49, 87, 25, 6, 19, 95, 71], [57, 8, 34, 87, 22, 18, 43, 43, 98, 55, 44, 36, 40, 81, 80, 71, 94, 54, 79, 8, 92, 54, 47, 25]]",1186,24.46,2.09,"[{""platform_id"": 1, ""percent"": 23.6}, {""platform_id"": 2, ""percent"": 33.4}, {""platform_id"": 3, ""percent"": 43.0}]","[{""stars"": 5, ""percent"": 34.3, ""count"": 2461}, {""stars"": 4, ""percent"": 19.4, ""count"": 1109}, {""stars"": 3, ""percent"": 16.0, ""count"": 2389}, {""stars"": 2, ""percent"": 29.9, ""count"": 1184}, {""stars"": 1, ""percent"": 13.4, ""count"": 894}]","[{""text"": ""Tatsız"", ""weight"": 1}, {""text"": ""Yağlı"", ""weight"": 1}, {""text"": ""Kötü"", ""weight"": 5}, {""text"": ""Eksik"", ""weight"": 1}, {""text"": ""Az porsiyon"", ""weight"": 3}, {""text"": ""Geç"", ""weight"": 1}]","{""restaurant_courier"": {""fee"": 16, ""avg_cost"": 30.21, ""monthly_revenue"": 7389, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 30.38, ""monthly_revenue"": 860376, ""churn_label"": ""ORTA""}}"
neighborhood,34-kadıköy,Acıbadem,Börek,2026-05-01,Getir,1246,33972,27.3,35.8,37.2,29.8,5460.35,225078.97,3816561.04,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Acıbadem,Börek,2026-05-01,Yemeksepeti,1557,58904,36.0,35.7,33.4,26.6,12449.31,168969.16,3158578.14,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Acıbadem,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,1772,64358,43.1,44.2,37.3,38.6,7886.65,379553.65,5932144.41,12.19,8.66,"[{""label"": ""Uzun bekleme"", ""percent"": 23.3, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 15.1, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 22.5, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 29.8, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 25.0, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 16.5, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 29.0, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 25.5, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 25.3, ""color"": ""#F99F1B""}]",92.0,4.54,4.92,3.99,152.76,275.25,311202,19,"[[94, 52, 92, 55, 88, 66, 91, 55, 44, 39, 32, 71, 68, 45, 28, 68, 8, 45, 29, 29, 37, 31, 23, 52], [47, 86, 68, 74, 27, 64, 56, 68, 72, 19, 48, 5, 84, 72, 68, 49, 10, 10, 25, 80, 83, 83, 10, 66], [61, 57, 49, 73, 21, 72, 10, 86, 62, 99, 22, 67, 34, 51, 73, 59, 60, 42, 22, 70, 8, 96, 47, 70], [71, 59, 76, 17, 46, 8, 28, 4, 76, 15, 84, 34, 64, 14, 97, 25, 72, 34, 67, 81, 8, 9, 6, 23], [66, 28, 96, 58, 32, 62, 85, 79, 32, 47, 92, 73, 78, 40, 36, 90, 15, 37, 34, 63, 23, 47, 80, 68], [36, 78, 39, 92, 17, 79, 21, 21, 69, 76, 22, 73, 89, 46, 98, 8, 26, 65, 39, 97, 92, 80, 37, 10], [56, 94, 98, 8, 54, 61, 70, 34, 63, 9, 33, 83, 29, 81, 53, 95, 75, 67, 96, 57, 62, 16, 26, 22]]",1293,24.14,2.86,"[{""platform_id"": 1, ""percent"": 16.3}, {""platform_id"": 2, ""percent"": 47.0}, {""platform_id"": 3, ""percent"": 36.7}]","[{""stars"": 5, ""percent"": 25.9, ""count"": 1455}, {""stars"": 4, ""percent"": 28.8, ""count"": 1563}, {""stars"": 3, ""percent"": 15.3, ""count"": 1814}, {""stars"": 2, ""percent"": 17.3, ""count"": 1979}, {""stars"": 1, ""percent"": 14.5, ""count"": 574}]","[{""text"": ""Az porsiyon"", ""weight"": 2}, {""text"": ""Lezzetsiz"", ""weight"": 5}, {""text"": ""Bayat"", ""weight"": 5}, {""text"": ""Kötü"", ""weight"": 1}, {""text"": ""Tatsız"", ""weight"": 4}, {""text"": ""Eksik"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 17, ""avg_cost"": 28.22, ""monthly_revenue"": 3654, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 25.38, ""monthly_revenue"": 1022337, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-kadıköy,Acıbadem,Çiğ Köfte,2026-05-01,Getir,1009,71951,39.0,40.3,42.7,48.8,8601.54,234105.46,3181143.52,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Acıbadem,Çiğ Köfte,2026-05-01,Yemeksepeti,2807,75481,26.6,32.6,42.7,46.5,6263.24,382587.22,3502082.77,,,,,,,,,,,,,,,,,,,,
